,sequence,start,end
971,A4ZUB2,79,170
972,A4ZUB5,1,88
973,A4ZUB8,1,86
974,A4ZUC1,1,167
975,A4ZUC2,1,174
976,A4ZUC3,1,85
977,A4ZUC4,1,91
978,A4ZUC5,33,168
979,A4ZUD0,76,166
980,A4ZUD1,1,155
981,A4ZUD2,1,227
982,A4ZUD2,244,420
983,A4ZUD4,1,88
984,A4ZUD6,1,150
985,A4ZUD7,1,143
986,A4ZUD8,1,83
987,A4ZUE1,1,107
988,A4ZUE2,1,103
989,A5A605,1,88
990,A5CFP2,301,441
991,A5CR32,419,512
992,A5D9T6,241,575
993,A5DA73,1,211
994,A5DA73,475,644
995,A5DAT0,521,631
996,A5DBE7,1,78
997,A5DDF2,52,632
998,A5DEF8,57,167
999,A5DEF8,343,438
1000,A5DH98,207,295
1001,A5DHA3,1,102
1002,A5DHA3,332,478
1003,A5DHA3,713,795
1004,A5DI74,736,885
1005,A5DI74,898,1133
1006,A5DK56,1,95
1007,A5DKB9,1,92
1008,A5DKW3,594,668
1009,A5DLE2,1,82
1010,A5DLJ8,1,91
1011,A5DLJ8,997,1107
1012,A5DLL7,605,712
1013,A5DPN3,809,913
1014,A5DPU0,600,743
1015,A5DQA8,228,312
1016,A5DQA8,334,421
1017,A5DR04,347,449
1018,A5DRX1,145,232
1019,A5DSB4,1,87
1020,A5DSB5,22,143
1021,A5DSB5,315,462
1022,A5DSQ8,1,190
1023,A5DTK7,1,83
1024,A5DTQ6,1,123
1025,A5DU73,1,81
1026,A5DUA3,44,340
1027,A5DUA3,366,557
1028,A5DUB2,33,110
1029,A5DUB2,727,824
1030,A5DV96,262,406
1031,A5DVB1,387,508
1032,A5DVZ3,1,83
1033,A5DXA0,1382,1512
1034,A5DZL0,142,265
1035,A5DZP0,1,91
1036,A5DZP0,331,434
1037,A5DZT7,855,948
1038,A5E057,190,623
1039,A5E058,64,170
1040,A5E0B1,82,170
1041,A5E0B1,199,379
1042,A5E0V1,43,160
1043,A5E0W5,114,197
1044,A5E181,254,340
1045,A5E1F1,33,116
1046,A5E708,79,207
1047,A5E708,238,549
1048,A5E726,100,183
1049,A5E751,594,684
1050,A5F396,1,130
1051,A5F6E9,1,147
1052,A5F7A4,1,118
1053,A5FB63,720,816
1054,A5FB63,833,932
1055,A5FB63,1488,1578
1056,A5GCZ4,166,297
1057,A5GKT4,1,150
1058,A5GNH1,1268,1363
1059,A5GTC7,1,120
1060,A5HBE1,90,397
1061,A5IC27,1,149
1062,A5IVJ8,349,436
1063,A5IYF2,1,126
1064,A5IYF2,140,286
1065,A5JYW9,110,207
1066,A5JYW9,1421,1507
1067,A5K6I6,1,147
1068,A5K883,1,132
1069,A5KAL1,424,623
1070,A5LGW7,778,1225
1071,A5LGW7,1329,1461
1072,A5N820,1,78
1073,A5PF44,894,1015
1074,A5PJS6,1,78
1075,A5PJS6,157,307
1076,A5PJZ2,1,82
1077,A5PK13,94,211
1078,A5PK16,522,788
1079,A5PK19,606,699
1080,A5PK39,1158,1249
1081,A5PKW4,1,158
1082,A5U2Z7,1,75
1083,A5U683,39,139
1084,A5U9E9,361,468
1085,A5U9F3,385,511
1086,A5UCC9,1,139
1087,A5UEH1,1,141
1088,A5UPV7,147,249
1089,A5UXK1,175,268
1090,A5VRX4,1,540
1091,A5VS49,313,448
1092,A5W190,1,91
1093,A5W7H7,1,134
1094,A5WA59,748,857
1095,A5WCA0,303,525
1096,A5WD44,360,480
1097,A5WG46,1,92
1098,A5WG48,120,196
1099,A5WMW1,1,75
1100,A5WUT8,1,77
1101,A5WVX1,596,690
1102,A6GX63,1029,1116
1103,A6H5H8,182,261
1104,A6H7I8,1,137
1105,A6H8H5,749,907
1106,A6H8Y1,565,1031
1107,A6H8Y1,1098,1451
1108,A6H8Y1,1556,1871
1109,A6H8Y1,1888,2187
1110,A6H8Y1,2198,2486
1111,A6H8Y1,2498,2624
1112,A6L7P5,502,576
1113,A6LHQ6,239,335
1114,A6MMG6,1494,1630
1115,A6MMG6,1910,2074
1116,A6MMG6,2089,2183
1117,A6MMG6,2200,2321
1118,A6MMQ1,1461,1599
1119,A6MMQ1,1848,2015
1120,A6MMQ1,2030,2260
1121,A6NC62,1,111
1122,A6NCI5,1,91
1123,A6NDX4,20,110
1124,A6NEH8,1,195
1125,A6NH13,1,148
1126,A6NJZ7,125,258
1127,A6NKX1,1,122
1128,A6NL05,1,86
1129,A6NM62,778,1247
1130,A6NM66,1,77
1131,A6NN14,69,173
1132,A6NNM3,125,258
1133,A6NNT2,158,328
1134,A6NNT2,428,523
1135,A6P3B2,1,124
1136,A6P7L8,1,116
1137,A6P7L8,129,204
1138,A6Q5J0,1,124
1139,A6QAM9,1,128
1140,A6QF98,1,275
1141,A6QGY4,2874,2950
1142,A6QH29,60,200
1143,A6QIT9,1,90
1144,A6QJQ7,349,436
1145,A6QK59,1,136
1146,A6QL29,1,123
1147,A6QL64,900,985
1148,A6QLM0,1,85
1149,A6QLU5,84,163
1150,A6QNM3,1,93
1151,A6QP29,180,256
1152,A6QPL4,485,566
1153,A6QR44,83,163
1154,A6R3L3,1,83
1155,A6R9U4,1,125
1156,A6RA46,1,86
1157,A6RC50,1,80
1158,A6RCF5,1,114
1159,A6REE0,1,90
1160,A6REV3,700,824
1161,A6RHW0,754,831
1162,A6RIS1,1140,1229
1163,A6RLH0,1,88
1164,A6RMI1,1,81
1165,A6RW62,45,120
1166,A6RW62,814,1168
1167,A6RW79,123,207
1168,A6RW79,258,359
1169,A6S3N2,1,149
1170,A6S9V4,167,248
1171,A6S9V4,262,371
1172,A6SU94,1,91
1173,A6T571,1,102
1174,A6T7C6,746,842
1175,A6TBX2,1,97
1176,A6TC10,1,118
1177,A6U4E8,349,436
1178,A6V1X0,1,97
1179,A6VDK0,748,860
1180,A6VF45,191,328
1181,A6VMR0,1,118
1182,A6W0S5,1,135
1183,A6W7G6,1,91
1184,A6WDM9,424,513
1185,A6WY85,321,456
1186,A6X3G3,36,378
1187,A6X3G3,385,609
1188,A6X5X4,1,224
1189,A6X5X4,240,465
1190,A6X5X4,475,553
1191,A6X970,1,140
1192,A6X974,1,100
1193,A6X978,1,98
1194,A6X992,1,81
1195,A6X993,1,141
1196,A6X994,1,88
1197,A6YGD9,471,590
1198,A6YGE0,198,509
1199,A6ZJ71,1,193
1200,A6ZJ71,345,583
1201,A6ZJ71,874,982
1202,A6ZJ71,994,1330
1203,A6ZJ71,1419,1582
1204,A6ZKX7,440,660
1205,A6ZKX7,681,919
1206,A6ZKY8,1,84
1207,A6ZL53,158,243
1208,A6ZL53,431,539
1209,A6ZL53,673,770
1210,A6ZL53,783,857
1211,A6ZL85,597,769
1212,A6ZL94,87,216
1213,A6ZLZ9,1,257
1214,A6ZLZ9,271,369
1215,A6ZM60,839,934
1216,A6ZM65,114,198
1217,A6ZML5,1,255
1218,A6ZMM2,1,356
1219,A6ZMM2,433,575
1220,A6ZMM2,590,705
1221,A6ZMR6,321,420
1222,A6ZMR9,1,103
1223,A6ZMZ8,1,317
1224,A6ZMZ8,427,544
1225,A6ZN14,1,150
1226,A6ZNC8,1,163
1227,A6ZNF7,1,115
1228,A6ZNF7,171,395
1229,A6ZP48,471,556
1230,A6ZPP1,1,109
1231,A6ZPZ1,1,363
1232,A6ZPZ1,376,462
1233,A6ZPZ1,476,678
1234,A6ZPZ1,736,840
1235,A6ZQF3,19,611
1236,A6ZQG3,1,183
1237,A6ZQG7,74,175
1238,A6ZQJ9,1,86
1239,A6ZQL5,1,83
1240,A6ZQU2,1,282
1241,A6ZQU6,41,225
1242,A6ZQY2,1,91
1243,A6ZQY2,137,324
1244,A6ZQY2,338,426
1245,A6ZQY2,620,709
1246,A6ZQY2,797,924
1247,A6ZQY2,941,1076
1248,A6ZR60,78,208
1249,A6ZR64,365,799
1250,A6ZRG7,1,76
1251,A6ZRG7,215,460
1252,A6ZRG7,482,716
1253,A6ZRG7,750,944
1254,A6ZRG7,986,1060
1255,A6ZRK1,1,131
1256,A6ZRK1,148,257
1257,A6ZRL6,1,103
1258,A6ZRL7,409,494
1259,A6ZRQ9,368,452
1260,A6ZRR2,139,236
1261,A6ZRR9,1,226
1262,A6ZRR9,245,351
1263,A6ZRW5,732,970
1264,A6ZRY0,1,234
1265,A6ZRZ4,1,102
1266,A6ZS02,61,264
1267,A6ZS37,29,129
1268,A6ZS83,1,102
1269,A6ZS83,128,249
1270,A6ZSB3,85,182
1271,A6ZSM1,465,556
1272,A6ZT44,1,132
1273,A6ZTA1,1,95
1274,A6ZTA1,105,233
1275,A6ZTA4,1,103
1276,A6ZTA5,1,83
1277,A6ZTU2,1,283
1278,A6ZTU2,299,434
1279,A6ZTW2,18,215
1280,A6ZTW2,239,320
1281,A6ZTW2,336,518
1282,A6ZU34,1,136
1283,A6ZUB9,1,247
1284,A6ZUG2,1,249
1285,A6ZUG2,416,864
1286,A6ZUK8,1,477
1287,A6ZUP4,1,95
1288,A6ZV04,1,333
1289,A6ZVB8,25,150
1290,A6ZVD0,24,118
1291,A6ZVD0,188,305
1292,A6ZVD0,440,529
1293,A6ZVF4,1,135
1294,A6ZVF4,230,351
1295,A6ZVS0,789,993
1296,A6ZVS1,1,89
1297,A6ZVS1,540,640
1298,A6ZW95,88,242
1299,A6ZW95,334,524
1300,A6ZWD3,1,128
1301,A6ZWF1,1,182
1302,A6ZXT5,303,377
1303,A6ZXT5,389,560
1304,A6ZXU0,882,995
1305,A6ZY30,1,80
1306,A6ZY30,93,365
1307,A6ZY43,1,223
1308,A6ZYV5,1,130
1309,A6ZYV5,795,889
1310,A6ZZ54,412,519
1311,A6ZZF6,63,139
1312,A6ZZF6,177,264
1313,A6ZZL8,79,341
1314,A6ZZS3,150,255
1315,A6ZZS7,707,945
1316,A6ZZS7,955,1037
1317,A6ZZS7,1049,1170
1318,A6ZZW1,210,312
1319,A6ZZX0,1,247
1320,A6ZZX0,260,338
1321,A6ZZX0,361,475
1322,A6ZZY3,1,82
1323,A6ZZZ8,1,75
1324,A7A060,26,146
1325,A7A060,160,355
1326,A7A061,129,461
1327,A7A0P0,95,332
1328,A7A0P8,52,127
1329,A7A0Q0,1,83
1330,A7A179,136,231
1331,A7A179,361,488
1332,A7A1L2,1,264
1333,A7A1P0,228,384
1334,A7A1T1,1,122
1335,A7A1V1,1,75
1336,A7A1V1,89,453
1337,A7AQ93,1,100
1338,A7AX58,427,672
1339,A7EAY2,623,699
1340,A7EFH4,63,176
1341,A7EFH4,1029,1158
1342,A7EGG4,103,194
1343,A7EHE5,771,862
1344,A7EKL8,1,81
1345,A7EMM3,1,75
1346,A7EMM3,814,1171
1347,A7ENE0,57,139
1348,A7ENE0,189,292
1349,A7EQA8,75,234
1350,A7ERK1,1,142
1351,A7ERM5,42,117
1352,A7ERM5,612,757
1353,A7ERM5,865,940
1354,A7ESL7,818,920
1355,A7ETG2,18,92
1356,A7EWH6,1,94
1357,A7EXH9,29,119
1358,A7F3V4,468,545
1359,A7FGL1,1,142
1360,A7FGQ7,1,95
1361,A7H2A2,285,392
1362,A7HD43,1,124
1363,A7IAL9,307,436
1364,A7INR6,240,334
1365,A7IXI8,31,148
1366,A7IY64,1,96
1367,A7J390,1,100
1368,A7J398,1,100
1369,A7J3A2,1,100
1370,A7J3A6,1,100
1371,A7KAI1,245,799
1372,A7KAI3,425,509
1373,A7KAJ7,1,78
1374,A7KAK6,712,788
1375,A7KAL2,885,960
1376,A7KAM0,1,89
1377,A7KAM5,577,657
1378,A7KAN4,1,84
1379,A7KAN4,783,884
1380,A7KAX9,36,112
1381,A7L035,14,228
1382,A7L035,245,456
1383,A7L036,1,462
1384,A7LBL2,1,162
1385,A7M4E1,23,142
1386,A7M4E1,286,382
1387,A7M4E1,398,534
1388,A7M944,1276,1367
1389,A7MB63,1,112
1390,A7ME74,746,842
1391,A7MH24,1,98
1392,A7MH59,1,116
1393,A7MRY4,1,82
1394,A7MRY4,102,429
1395,A7MS81,1,139
1396,A7N6S2,1,89
1397,A7NL05,175,268
1398,A7NRY4,1,202
1399,A7RHB3,1,91
1400,A7RMN1,1,84
1401,A7TDL7,1,99
1402,A7TDL7,129,271
1403,A7TE38,556,720
1404,A7TE38,745,917
1405,A7TEG8,610,763
1406,A7TEH5,83,261
1407,A7TF50,1,153
1408,A7TF84,64,244
1409,A7TF84,355,592
1410,A7TFL9,1,97
1411,A7TFZ9,557,637
1412,A7TGA7,97,248
1413,A7TGD2,1,81
1414,A7TGD9,11,127
1415,A7TGK3,1,145
1416,A7TGQ2,685,767
1417,A7TGR0,225,520
1418,A7TGR2,153,288
1419,A7TGY3,1,103
1420,A7THE5,150,311
1421,A7THE5,348,426
1422,A7THG4,1,118
1423,A7THL9,1,91
1424,A7THU3,1,333
1425,A7THU3,353,710
1426,A7THU9,1,94
1427,A7THU9,793,876
1428,A7THX0,1,166
1429,A7TIN0,46,143
1430,A7TIN0,157,243
1431,A7TIN6,92,217
1432,A7TIN6,563,649
1433,A7TJJ7,361,448
1434,A7TKC6,381,461
1435,A7TKN1,1,196
1436,A7TKN1,249,479
1437,A7TKN1,550,716
1438,A7TLF1,1,103
1439,A7TM79,221,777
1440,A7TM88,1,88
1441,A7TMB7,1,280
1442,A7TMI3,1,90
1443,A7TMN2,25,100
1444,A7TMW6,53,144
1445,A7TMW6,157,278
1446,A7TMW6,505,703
1447,A7TMW6,715,867
1448,A7TMZ9,1,219
1449,A7TN63,1,274
1450,A7TN63,291,382
1451,A7TN96,1,260
1452,A7TNS4,1,153
1453,A7TNS8,1,124
1454,A7TP22,1,352
1455,A7TP26,99,228
1456,A7TP86,89,345
1457,A7TPF8,87,438
1458,A7TPW4,1,105
1459,A7TQB2,1,143
1460,A7TQB2,197,343
1461,A7TQC5,474,551
1462,A7TQK0,99,230
1463,A7TQN2,57,149
1464,A7TQS2,1,177
1465,A7TQS2,194,407
1466,A7TQU0,208,303
1467,A7TQZ1,1,97
1468,A7TR87,57,335
1469,A7TR87,356,459
1470,A7TR87,607,859
1471,A7TRW3,295,375
1472,A7TRW3,412,546
1473,A7TRW3,553,645
1474,A7TRZ8,1,205
1475,A7TSL2,1,79
1476,A7TSQ8,1,299
1477,A7TSQ8,410,536
1478,A7TSS9,1,114
1479,A7TSV4,743,879
1480,A7TSV4,892,1012
1481,A7TSV6,147,306
1482,A7TSV6,555,655
1483,A7TSZ6,77,222
1484,A7TSZ6,235,326
1485,A7TT43,715,790
1486,A7TZU4,1,154
1487,A7TZU4,179,348
1488,A7UNK4,1,94
1489,A7WNB0,1,298
1490,A7WNB2,20,313
1491,A7X0T9,1,177
1492,A7X0T9,1012,1098
1493,A7X4T4,1,93
1494,A7X659,339,426
1495,A7X6T9,1,136
1496,A7XCC9,188,275
1497,A7XCE4,574,678
1498,A7XCE8,41,141
1499,A7XDQ9,1,83
1500,A7XUZ6,462,556
1501,A7XUZ6,1071,1240
1502,A7XXB6,1,151
1503,A7XXB9,1,448
1504,A7XXC1,1,146
1505,A7XXC2,1,105
1506,A7XY94,990,1448
1507,A7Y2X0,1,144
1508,A7YY55,1,80
1509,A7Z050,1286,1477
1510,A7Z9A2,1,114
1511,A7ZEX8,1,131
1512,A7ZI28,1,116
1513,A7ZP88,1,114
1514,A7ZPA0,1,96
1515,A7ZPE0,1,141
1516,A7ZTS1,54,157
1517,A7ZV39,535,615
1518,A7ZWT2,1,116
1519,A8A2F5,1,96
1520,A8A2J3,1,141
1521,A8A6H8,54,157
1522,A8A7R4,535,615
1523,A8ADQ4,1,141
1524,A8ADV3,1,96
1525,A8AI31,746,842
1526,A8AMN1,537,619
1527,A8BCK6,1,109
1528,A8C750,1,128
1529,A8C752,1,128
1530,A8C754,1,129
1531,A8C756,1,129
1532,A8CL69,88,195
1533,A8CVX7,529,706
1534,A8DYE2,1423,1637
1535,A8DYE2,1736,1875
1536,A8E264,1,162
1537,A8E264,457,574
1538,A8E283,1,686
1539,A8E283,697,852
1540,A8E283,880,1825
1541,A8F0E8,357,477
1542,A8FHE3,592,671
1543,A8FHW9,1,76
1544,A8FM78,19,214
1545,A8FMY4,285,392
1546,A8G6Y4,1271,1352
1547,A8GH14,1,94
1548,A8GH77,1,141
1549,A8GLX9,310,430
1550,A8GQJ7,358,478
1551,A8GY99,310,430
1552,A8I460,234,333
1553,A8ICS9,1,143
1554,A8IHV3,744,845
1555,A8IJF8,738,881
1556,A8IQT2,497,576
1557,A8IUG5,699,795
1558,A8J637,400,493
1559,A8J666,2881,2990
1560,A8JID5,296,383
1561,A8JQ65,708,839
1562,A8JQ65,914,1004
1563,A8JQ65,1014,1353
1564,A8JQ65,1710,1823
1565,A8JQX3,1,114
1566,A8JYX6,1,178
1567,A8K010,73,186
1568,A8K554,1,130
1569,A8L3W2,1,83
1570,A8L4H3,1,83
1571,A8LCA0,168,264
1572,A8LN45,158,238
1573,A8MQA4,1,107
1574,A8MQN0,1,89
1575,A8MQY1,380,473
1576,A8MRC8,1,129
1577,A8MRV5,1,88
1578,A8MS20,293,401
1579,A8MT66,1,165
1580,A8MU10,1,97
1581,A8MUL3,39,147
1582,A8MWP4,33,228
1583,A8MWP6,1,167
1584,A8MWV9,1,139
1585,A8MXK9,1,166
1586,A8MXQ7,1,84
1587,A8MY62,401,500
1588,A8MZ25,1,143
1589,A8N5E6,681,763
1590,A8N5E6,777,853
1591,A8N5E6,894,971
1592,A8N5E6,987,1062
1593,A8NYP0,539,618
1594,A8PTE4,1,82
1595,A8PTK5,142,222
1596,A8PZI1,340,419
1597,A8Q2D1,1,75
1598,A8Q2R5,397,495
1599,A8QAN4,26,107
1600,A8QB25,1,88
1601,A8QFQ3,1,103
1602,A8QZJ5,1,76
1603,A8SEE7,1486,1620
1604,A8SEE7,1883,2222
1605,A8VU90,200,276
1606,A8W3M6,1283,1370
1607,A8W995,1,111
1608,A8WH72,156,231
1609,A8WH74,157,232
1610,A8WH75,163,240
1611,A8WHP8,23,122
1612,A8WHP8,136,245
1613,A8WJ66,18,115
1614,A8WJR8,90,208
1615,A8WL28,1,133
1616,A8WL28,152,238
1617,A8WL28,252,625
1618,A8WL28,646,913
1619,A8WN56,1,113
1620,A8WPC5,1,124
1621,A8WPC5,535,634
1622,A8WQH2,199,290
1623,A8WQV9,1,138
1624,A8WRG3,1,148
1625,A8WRV1,702,813
1626,A8WTF8,1,95
1627,A8WW61,1,237
1628,A8WWX1,454,545
1629,A8WZU4,1,116
1630,A8X0C4,468,551
1631,A8X4H1,826,904
1632,A8X6J7,376,455
1633,A8X765,1,127
1634,A8X775,583,739
1635,A8X775,761,857
1636,A8X7Z3,1,152
1637,A8X7Z3,166,337
1638,A8X7Z3,356,567
1639,A8X7Z3,847,946
1640,A8XDR5,309,506
1641,A8XEA2,25,165
1642,A8XFZ3,205,300
1643,A8XKF2,1,86
1644,A8XKG6,1,91
1645,A8XNJ6,1,81
1646,A8XSC1,558,657
1647,A8XSW2,433,539
1648,A8Y3Q1,321,415
1649,A8Y3R9,600,708
1650,A8Y3R9,732,878
1651,A8YPR6,21,183
1652,A8YPR9,45,302
1653,A8YYG7,349,436
1654,A8Z414,9571,9650
1655,A9A1T2,1,143
1656,A9AJC5,1,142
1657,A9B478,170,250
1658,A9B6J1,1469,1543
1659,A9BHJ0,335,505
1660,A9BMQ0,312,417
1661,A9CB82,38,112
1662,A9CB82,133,343
1663,A9CB83,1,118
1664,A9CB84,1,132
1665,A9CB96,170,415
1666,A9CB97,1,217
1667,A9CB98,1,216
1668,A9CB99,1,149
1669,A9CBA2,12,152
1670,A9CRB8,1,186
1671,A9GHS2,1,78
1672,A9GI17,678,780
1673,A9JPE4,1,79
1674,A9JPE4,102,329
1675,A9JRL3,1,76
1676,A9JRX0,1,96
1677,A9L9D9,1499,1637
1678,A9L9D9,1900,2067
1679,A9L9D9,2081,2311
1680,A9M186,1,84
1681,A9M2L5,16,100
1682,A9M2L5,200,313
1683,A9M492,20,111
1684,A9M492,153,320
1685,A9M715,1,540
1686,A9M7J1,313,448
1687,A9MJ47,1,141
1688,A9MJ99,1,96
1689,A9MJD1,1,340
1690,A9N465,1,141
1691,A9N4Y4,537,618
1692,A9N582,1,96
1693,A9N5C6,1,340
1694,A9NEL8,1,158
1695,A9Q1K7,1,101
1696,A9Q1K7,812,1104
1697,A9Q1K9,1,439
1698,A9Q1K9,454,719
1699,A9QQ26,261,375
1700,A9R6L8,1,95
1701,A9R7V8,1,142
1702,A9RAH6,494,583
1703,A9RAH7,269,367
1704,A9RFQ5,1,116
1705,A9RJH1,1,84
1706,A9RVK2,135,326
1707,A9RVK2,341,420
1708,A9RZ57,1,93
1709,A9SLE5,1,75
1710,A9SU70,1,117
1711,A9SVH7,1,87
1712,A9SY39,85,372
1713,A9ULG4,329,403
1714,A9US33,22,163
1715,A9US33,187,611
1716,A9US33,619,1073
1717,A9US33,1085,1191
1718,A9WED9,179,264
1719,A9WMN9,835,932
1720,A9WNA0,1304,1405
1721,A9WNC5,1,83
1722,A9WUU2,429,534
1723,A9WWG9,313,448
1724,A9X1A0,31,130
1725,A9X1C6,1,95
1726,A9X4U2,443,561
1727,A9ZLL8,1,122
1728,A9ZLL8,320,504
1729,A9ZLL8,517,671
1730,A9ZPC9,1,229
1731,A9ZPC9,245,331
1732,A9ZPC9,443,658
1733,B0B7U1,19,165
1734,B0B8H3,18,142
1735,B0B999,1,153
1736,B0BA52,18,142
1737,B0BAX8,45,153
1738,B0BAX9,132,226
1739,B0BC06,19,165
1740,B0BCM2,147,243
1741,B0BCM2,252,354
1742,B0BNL6,354,434
1743,B0BPE2,20,143
1744,B0BU51,1,102
1745,B0BVY4,358,478
1746,B0CG09,42,154
1747,B0CI82,1,540
1748,B0CN28,265,365
1749,B0D0P0,774,852
1750,B0D0P0,870,1026
1751,B0E843,851,956
1752,B0FIH7,27,219
1753,B0FIH7,422,534
1754,B0FII2,1,81
1755,B0FII2,92,282
1756,B0FXQ5,967,1064
1757,B0G126,1914,2027
1758,B0G134,1,169
1759,B0G134,298,392
1760,B0JI44,1,133
1761,B0JZV4,787,944
1762,B0KM50,748,835
1763,B0KMY0,1,91
1764,B0KTG9,1,105
1765,B0KTG9,154,298
1766,B0KTW1,1,134
1767,B0KWC1,31,129
1768,B0L0Y5,1,88
1769,B0L0Y6,1,107
1770,B0R0I6,2410,2511
1771,B0R2V5,21,115
1772,B0R384,324,453
1773,B0R3W4,81,171
1774,B0R9H2,38,130
1775,B0R9L6,1,141
1776,B0R9L6,513,588
1777,B0RDG3,419,495
1778,B0S6S9,1,82
1779,B0TB10,538,642
1780,B0UT85,1,139
1781,B0V899,1,92
1782,B0VU54,1,92
1783,B0VXV8,21,111
1784,B0W429,31,110
1785,B0WH58,556,658
1786,B0WRR9,1,115
1787,B0WYR6,895,1033
1788,B0X2V9,392,509
1789,B0X560,153,280
1790,B0X560,444,524
1791,B0XDC4,1162,1358
1792,B0XMV6,21,168
1793,B0XQ16,495,632
1794,B0XXS1,1,79
1795,B0Y2K1,741,840
1796,B0Y429,1,87
1797,B0Y429,174,249
1798,B0Y4N5,63,147
1799,B0Y4N5,828,988
1800,B0Y4P5,461,537
1801,B0Y6K1,1,97
1802,B0Y7Q2,1,81
1803,B0YCF6,12,132
1804,B0YD91,1,115
1805,B0YED6,1,91
1806,B0YEK2,572,648
1807,B0YPP2,1,205
1808,B0ZSF3,68,323
1809,B0ZT46,1,232
1810,B1A0U6,1,213
1811,B1A0U6,226,385
1812,B1A0U8,1,122
1813,B1AIC1,502,799
1814,B1AIM5,190,311
1815,B1AJZ1,1,125
1816,B1ANH7,1,110
1817,B1AT66,1,95
1818,B1AVH7,206,305
1819,B1AVY7,989,1173
1820,B1AVZ0,1,101
1821,B1AZ99,242,340
1822,B1GT61,1,776
1823,B1GT61,791,1016
1824,B1GT62,1,142
1825,B1GT62,241,410
1826,B1H1X1,1,277
1827,B1HN64,1,119
1828,B1IT36,532,615
1829,B1IXC1,1,141
1830,B1IXQ6,1,96
1831,B1J0X8,1,116
1832,B1J2R4,748,857
1833,B1J5F1,1,136
1834,B1J6N2,1,91
1835,B1JGH2,1,142
1836,B1JGL5,1,95
1837,B1LHW0,1,116
1838,B1LLN9,1,96
1839,B1LLT0,1,103
1840,B1LQJ0,518,615
1841,B1MTG7,31,130
1842,B1NKQ9,1,100
1843,B1NKR3,1,101
1844,B1NKS9,1,100
1845,B1NNT7,81,287
1846,B1P1E5,1,77
1847,B1P1E6,1,77
1848,B1P1E7,1,77
1849,B1P1E8,1,77
1850,B1P1E9,1,77
1851,B1P1G9,1,78
1852,B1P1H8,1,94
1853,B1P1I1,1,116
1854,B1P1I3,1,115
1855,B1P1I4,1,115
1856,B1P1J4,1,106
1857,B1PS76,357,478
1858,B1PS76,491,632
1859,B1PS76,834,981
1860,B1PS76,1253,1332
1861,B1PZN6,1,90
1862,B1Q2A8,1,78
1863,B1VFY4,1,93
1864,B1W0A6,19,94
1865,B1X0Z7,1,136
1866,B1X8Z8,1,96
1867,B1X935,1,141
1868,B1XDS1,535,615
1869,B1XE36,1,117
1870,B1XN58,1,154
1871,B1XRK5,161,250
1872,B2A865,67,269
1873,B2AMJ3,298,378
1874,B2ATB0,95,184
1875,B2B762,440,559
1876,B2BMF7,1,100
1877,B2BMQ6,1,100
1878,B2BNE2,47,182
1879,B2BNE2,264,353
1880,B2BNE2,368,735
1881,B2BNE6,45,269
1882,B2BNF0,69,231
1883,B2C6R6,597,681
1884,B2CI27,1,84
1885,B2CI28,1,92
1886,B2CJ87,1,88
1887,B2CQJ9,468,591
1888,B2CQK0,318,404
1889,B2CW77,1,78
1890,B2CW77,90,178
1891,B2D6M2,1,96
1892,B2DBE8,1,77
1893,B2DBE9,1,89
1894,B2DCR8,376,458
1895,B2DCR8,501,766
1896,B2DCR8,864,1052
1897,B2FKA7,34,125
1898,B2FQP3,26,188
1899,B2FSW8,540,742
1900,B2GL56,830,905
1901,B2GU58,783,926
1902,B2GUE2,330,404
1903,B2GUN4,76,279
1904,B2GUN4,1551,1681
1905,B2HIL6,618,702
1906,B2HU43,1,92
1907,B2IIK0,237,314
1908,B2IJX5,158,259
1909,B2JJN6,1,143
1910,B2K819,1,95
1911,B2K8I4,1,142
1912,B2KI64,27,126
1913,B2KIQ4,1,140
1914,B2LMN7,1468,1607
1915,B2LMN7,1859,2024
1916,B2LMN7,2039,2276
1917,B2MW54,1,78
1918,B2RH57,179,316
1919,B2RH57,329,453
1920,B2RH58,100,178
1921,B2RH58,333,670
1922,B2RH59,23,550
1923,B2RHG1,21,139
1924,B2RHG1,154,453
1925,B2RHG3,348,446
1926,B2RHG4,180,333
1927,B2RHG5,1,107
1928,B2RHG5,492,1228
1929,B2RJX3,1,148
1930,B2RJY1,504,578
1931,B2RLI7,234,445
1932,B2RLK2,1646,1723
1933,B2RM93,1626,1703
1934,B2RMB4,236,353
1935,B2RPV6,1,78
1936,B2RQC6,1584,1683
1937,B2RUR4,18,175
1938,B2RUR4,199,290
1939,B2RUR4,534,657
1940,B2RX14,1,197
1941,B2RY50,1,170
1942,B2RYD2,1,154
1943,B2RYL1,31,105
1944,B2RYL1,175,256
1945,B2RYL1,269,533
1946,B2S0T6,651,729
1947,B2S758,1,540
1948,B2S7D1,313,448
1949,B2SAB9,126,321
1950,B2SU53,1081,1263
1951,B2T7N8,1,114
1952,B2TW67,1,96
1953,B2TWA6,1,141
1954,B2TY45,518,615
1955,B2V1M2,862,941
1956,B2VIV5,1,95
1957,B2VVB9,395,469
1958,B2W340,533,639
1959,B2W3C7,397,483
1960,B2WAQ3,97,185
1961,B2WBM8,1,89
1962,B2WKR4,557,660
1963,B2ZB95,1,133
1964,B2ZB96,1,133
1965,B2ZB98,1,133
1966,B2ZB99,1,133
1967,B2ZBA0,1,92
1968,B2ZBA1,1,91
